#separator:tab
#html:false
#columns:짝	용어A	정의A	상세A	사례A	용어B	정의B	상세B	사례B	함정	위치	태그
기본키 vs 후보키	기본키	후보키 중에서 대표로 선정한 키	NULL을 가질 수 없고 중복될 수 없다(개체 무결성). 릴레이션마다 하나만 지정한다.	학번을 PRIMARY KEY 로 지정하면 NULL 도 중복도 못 넣는다.	후보키	유일성과 최소성을 모두 만족하는, 개체를 고유하게 식별할 수 있는 속성	릴레이션에는 하나 이상의 후보키가 존재한다. 여기서 하나를 골라 기본키로 삼는다.	{학번}과 {주민번호} 둘 다 학생을 유일하게 식별할 수 있다.	NULL 불가·중복 불가라는 제약을 묻는다. | 후보키와 슈퍼키의 최소성 차이를 묻는다.	3-3 키 · 무결성 제약 (3과목)	유형_혼동짝 과목3
대체키 vs 후보키	대체키	후보키 중에서 기본키를 제외한 나머지 후보키	보조키라고도 한다. 슈퍼키에서 기본키를 제외한 것이라고 하면 틀린 설명이다.	후보키가 {학번, 주민번호}이고 기본키가 학번이면 대체키는 주민번호다.	후보키	유일성과 최소성을 모두 만족하는, 개체를 고유하게 식별할 수 있는 속성	릴레이션에는 하나 이상의 후보키가 존재한다. 여기서 하나를 골라 기본키로 삼는다.	{학번}과 {주민번호} 둘 다 학생을 유일하게 식별할 수 있다.	슈퍼키에서 뺀다고 잘못 서술하는 함정이 잦다. | 후보키와 슈퍼키의 최소성 차이를 묻는다.	3-3 키 · 무결성 제약 (3과목)	유형_혼동짝 과목3
기본키 vs 대체키	기본키	후보키 중에서 대표로 선정한 키	NULL을 가질 수 없고 중복될 수 없다(개체 무결성). 릴레이션마다 하나만 지정한다.	학번을 PRIMARY KEY 로 지정하면 NULL 도 중복도 못 넣는다.	대체키	후보키 중에서 기본키를 제외한 나머지 후보키	보조키라고도 한다. 슈퍼키에서 기본키를 제외한 것이라고 하면 틀린 설명이다.	후보키가 {학번, 주민번호}이고 기본키가 학번이면 대체키는 주민번호다.	NULL 불가·중복 불가라는 제약을 묻는다. | 슈퍼키에서 뺀다고 잘못 서술하는 함정이 잦다.	3-3 키 · 무결성 제약 (3과목)	유형_혼동짝 과목3
외래키 vs 참조 무결성	외래키	다른 릴레이션의 기본키를 참조하는 속성	참조 무결성을 담당한다. NULL이나 중복값을 가질 수 있다.	주문 테이블의 회원번호가 회원 테이블의 회원번호를 참조한다.	참조 무결성	외래키 값은 NULL이거나 참조 릴레이션의 기본키 값과 일치해야 한다는 제약 조건	존재하지 않는 값을 참조할 수 없다. DELETE·UPDATE 시 CASCADE, SET NULL, RESTRICT 옵션으로 처리한다.	없는 회원번호로 주문을 넣으면 거부된다. 회원 삭제 시 CASCADE 로 주문도 지운다.	외래키가 NULL을 가질 수 있다는 점이 출제된다. | 참조 무결성 위반 상황을 묻는다.	3-3 키 · 무결성 제약 (3과목)	유형_혼동짝 과목3
유일성 vs 최소성	유일성	키가 릴레이션의 모든 튜플을 서로 다르게 식별할 수 있는 성질	슈퍼키·후보키·기본키 모두 유일성을 만족한다.	같은 학번을 가진 학생이 둘일 수 없다.	최소성	키를 구성하는 속성이 튜플 식별에 꼭 필요한 최소한으로만 이루어진 성질	슈퍼키는 최소성을 만족하지 않는다. 후보키는 만족한다.	{학번, 이름} 에서 이름을 빼도 식별되면 이름은 불필요하다.	유일성과 최소성의 조합으로 키를 판별하게 한다. | 슈퍼키와 후보키의 결정적 차이.	3-3 키 · 무결성 제약 (3과목)	유형_혼동짝 과목3
개체 무결성 vs 참조 무결성	개체 무결성	기본키는 NULL이 될 수 없고 중복될 수 없다는 제약 조건	기본키 무결성이라고도 한다.	회원번호를 비워 두고 INSERT 하면 거부된다.	참조 무결성	외래키 값은 NULL이거나 참조 릴레이션의 기본키 값과 일치해야 한다는 제약 조건	존재하지 않는 값을 참조할 수 없다. DELETE·UPDATE 시 CASCADE, SET NULL, RESTRICT 옵션으로 처리한다.	없는 회원번호로 주문을 넣으면 거부된다. 회원 삭제 시 CASCADE 로 주문도 지운다.	무결성 종류와 제약 내용을 짝짓게 한다. | 참조 무결성 위반 상황을 묻는다.	3-3 키 · 무결성 제약 (3과목)	유형_혼동짝 과목3
개체 무결성 vs 도메인 무결성	개체 무결성	기본키는 NULL이 될 수 없고 중복될 수 없다는 제약 조건	기본키 무결성이라고도 한다.	회원번호를 비워 두고 INSERT 하면 거부된다.	도메인 무결성	속성의 값은 정의된 도메인에 속한 값이어야 한다는 제약 조건	데이터 타입, 길이, NULL 허용 여부, CHECK 제약이 여기 속한다.	나이 컬럼에 CHECK (age >= 0) 을 걸어 음수를 막는다.	무결성 종류와 제약 내용을 짝짓게 한다. | 무결성 종류 나열형.	3-3 키 · 무결성 제약 (3과목)	유형_혼동짝 과목3
CASCADE vs 참조 무결성	CASCADE	제거 대상을 참조하는 다른 모든 개체를 함께 제거하는 DROP 옵션	뷰 V_1을 참조하는 V_2가 있을 때 DROP VIEW V_1 CASCADE 하면 V_2도 삭제된다.	뷰 V_1 을 참조하는 V_2 가 있을 때 DROP VIEW V_1 CASCADE 하면 V_2 도 사라진다.	참조 무결성	외래키 값은 NULL이거나 참조 릴레이션의 기본키 값과 일치해야 한다는 제약 조건	존재하지 않는 값을 참조할 수 없다. DELETE·UPDATE 시 CASCADE, SET NULL, RESTRICT 옵션으로 처리한다.	없는 회원번호로 주문을 넣으면 거부된다. 회원 삭제 시 CASCADE 로 주문도 지운다.	연쇄 삭제 결과를 묻는다. | 참조 무결성 위반 상황을 묻는다.	3-7 SQL — DDL (3과목)	유형_혼동짝 과목3
관계대수 vs 관계해석	관계대수	원하는 결과를 얻기 위해 연산자를 어떤 순서로 적용할지 기술하는 절차적 언어	순수 관계 연산자 4개와 일반 집합 연산자 4개로 구성된다. 관계해석과 표현력은 동등하다.	「사원 테이블에서 부서=영업 만 뽑고(σ) 이름만 남겨라(π)」처럼 절차를 지정한다.	관계해석	원하는 정보가 무엇인지만 정의하는 비절차적 언어	수학의 프레디킷 해석(술어 해석)에 기반을 둔다. 이 문장을 관계대수에 붙이면 틀린 보기다.	「영업부 사원의 이름」이라고 원하는 것만 선언한다.	절차적/비절차적 성격을 바꿔 낸다. | 프레디킷 해석이 어느 쪽인지 묻는다. 관계해석이다.	3-4 관계대수 · 관계해석 (3과목)	유형_혼동짝 과목3
관계대수 vs 셀렉트	관계대수	원하는 결과를 얻기 위해 연산자를 어떤 순서로 적용할지 기술하는 절차적 언어	순수 관계 연산자 4개와 일반 집합 연산자 4개로 구성된다. 관계해석과 표현력은 동등하다.	「사원 테이블에서 부서=영업 만 뽑고(σ) 이름만 남겨라(π)」처럼 절차를 지정한다.	셀렉트	릴레이션에서 조건을 만족하는 튜플(행)을 추출하는 순수 관계 연산자	기호는 시그마(σ)다. 수평 연산이라고 한다.	WHERE 절이 하는 일 — 조건에 맞는 행을 뽑는다.	절차적/비절차적 성격을 바꿔 낸다. | 기호와 방향(수평/수직)을 바꿔 낸다.	3-4 관계대수 · 관계해석 (3과목)	유형_혼동짝 과목3
관계대수 vs 프로젝트	관계대수	원하는 결과를 얻기 위해 연산자를 어떤 순서로 적용할지 기술하는 절차적 언어	순수 관계 연산자 4개와 일반 집합 연산자 4개로 구성된다. 관계해석과 표현력은 동등하다.	「사원 테이블에서 부서=영업 만 뽑고(σ) 이름만 남겨라(π)」처럼 절차를 지정한다.	프로젝트	릴레이션에서 지정한 속성(열)을 추출하는 순수 관계 연산자	기호는 파이(π)다. 수직 연산이라고 한다.	SELECT name, phone 처럼 원하는 열만 뽑는다.	절차적/비절차적 성격을 바꿔 낸다. | 셀렉트와 프로젝트의 기호를 바꿔 낸다.	3-4 관계대수 · 관계해석 (3과목)	유형_혼동짝 과목3
관계대수 vs 디비전	관계대수	원하는 결과를 얻기 위해 연산자를 어떤 순서로 적용할지 기술하는 절차적 언어	순수 관계 연산자 4개와 일반 집합 연산자 4개로 구성된다. 관계해석과 표현력은 동등하다.	「사원 테이블에서 부서=영업 만 뽑고(σ) 이름만 남겨라(π)」처럼 절차를 지정한다.	디비전	한 릴레이션의 모든 값을 포함하는 튜플을 다른 릴레이션에서 추출하는 순수 관계 연산자	기호는 나눗셈(÷)이다. 모든·전부 조건을 표현할 때 쓴다.	「모든 필수 과목을 수강한 학생」처럼 「전부」 조건을 표현한다.	절차적/비절차적 성격을 바꿔 낸다. | 순수 관계 연산자 4종 나열형.	3-4 관계대수 · 관계해석 (3과목)	유형_혼동짝 과목3
관계해석 vs 프레디킷 해석	관계해석	원하는 정보가 무엇인지만 정의하는 비절차적 언어	수학의 프레디킷 해석(술어 해석)에 기반을 둔다. 이 문장을 관계대수에 붙이면 틀린 보기다.	「영업부 사원의 이름」이라고 원하는 것만 선언한다.	프레디킷 해석	술어와 한정 기호로 명제를 표현하는 수학적 논리 체계	관계해석이 이 체계에 기반을 둔다. 관계대수가 기반을 둔다고 하면 틀린 보기다.	「x 는 영업부 사원이다」 같은 술어로 조건을 서술하는 논리 체계.	프레디킷 해석이 어느 쪽인지 묻는다. 관계해석이다. | 어느 쪽이 기반을 두는지 묻는다. 관계해석이다.	3-4 관계대수 · 관계해석 (3과목)	유형_혼동짝 과목3
셀렉트 vs 프로젝트	셀렉트	릴레이션에서 조건을 만족하는 튜플(행)을 추출하는 순수 관계 연산자	기호는 시그마(σ)다. 수평 연산이라고 한다.	WHERE 절이 하는 일 — 조건에 맞는 행을 뽑는다.	프로젝트	릴레이션에서 지정한 속성(열)을 추출하는 순수 관계 연산자	기호는 파이(π)다. 수직 연산이라고 한다.	SELECT name, phone 처럼 원하는 열만 뽑는다.	기호와 방향(수평/수직)을 바꿔 낸다. | 셀렉트와 프로젝트의 기호를 바꿔 낸다.	3-4 관계대수 · 관계해석 (3과목)	유형_혼동짝 과목3
셀렉트 vs 조인	셀렉트	릴레이션에서 조건을 만족하는 튜플(행)을 추출하는 순수 관계 연산자	기호는 시그마(σ)다. 수평 연산이라고 한다.	WHERE 절이 하는 일 — 조건에 맞는 행을 뽑는다.	조인	공통 속성을 이용해 두 릴레이션의 튜플을 결합하는 순수 관계 연산자	기호는 보타이(⋈)다. 결과의 차수는 두 릴레이션 차수의 합이다.	회원과 주문을 회원번호로 붙여 한 줄로 만든다.	기호와 방향(수평/수직)을 바꿔 낸다. | 기호와 결과 차수를 묻는다.	3-4 관계대수 · 관계해석 (3과목)	유형_혼동짝 과목3
디비전 vs 조인	디비전	한 릴레이션의 모든 값을 포함하는 튜플을 다른 릴레이션에서 추출하는 순수 관계 연산자	기호는 나눗셈(÷)이다. 모든·전부 조건을 표현할 때 쓴다.	「모든 필수 과목을 수강한 학생」처럼 「전부」 조건을 표현한다.	조인	공통 속성을 이용해 두 릴레이션의 튜플을 결합하는 순수 관계 연산자	기호는 보타이(⋈)다. 결과의 차수는 두 릴레이션 차수의 합이다.	회원과 주문을 회원번호로 붙여 한 줄로 만든다.	순수 관계 연산자 4종 나열형. | 기호와 결과 차수를 묻는다.	3-4 관계대수 · 관계해석 (3과목)	유형_혼동짝 과목3
교집합 vs 합집합	교집합	두 릴레이션에 공통으로 있는 튜플을 추출하는 일반 집합 연산자	기호는 ∩다. 카디널리티는 두 릴레이션 중 작은 쪽보다 작거나 같다.	작년에도 사고 올해도 산 고객만 남긴다.	합집합	두 릴레이션의 튜플을 합치되 중복을 제거하는 일반 집합 연산자	기호는 ∪다. 카디널리티는 두 릴레이션의 합보다 작거나 같다.	서울 고객과 경기 고객을 합치고 중복은 제거한다.	일반 집합 연산자 4종 나열형. | 결과 카디널리티 범위를 묻는다.	3-4 관계대수 · 관계해석 (3과목)	유형_혼동짝 과목3
차집합 vs 합집합	차집합	한 릴레이션에는 있고 다른 릴레이션에는 없는 튜플을 추출하는 일반 집합 연산자	기호는 −다. 카디널리티는 원본 릴레이션보다 작거나 같다.	전체 회원에서 구매 회원을 빼 미구매 회원을 구한다.	합집합	두 릴레이션의 튜플을 합치되 중복을 제거하는 일반 집합 연산자	기호는 ∪다. 카디널리티는 두 릴레이션의 합보다 작거나 같다.	서울 고객과 경기 고객을 합치고 중복은 제거한다.	일반 집합 연산자 4종 나열형. | 결과 카디널리티 범위를 묻는다.	3-4 관계대수 · 관계해석 (3과목)	유형_혼동짝 과목3
UNION vs 합집합	UNION	두 SELECT 결과를 합치되 중복을 제거하는 집합 연산자	UNION ALL은 중복을 제거하지 않는다. 두 결과의 컬럼 수와 데이터 타입이 일치해야 한다.	온라인 주문과 매장 주문을 합쳐 한 목록으로 만든다. 중복은 제거.	합집합	두 릴레이션의 튜플을 합치되 중복을 제거하는 일반 집합 연산자	기호는 ∪다. 카디널리티는 두 릴레이션의 합보다 작거나 같다.	서울 고객과 경기 고객을 합치고 중복은 제거한다.	UNION과 UNION ALL의 차이를 묻는다. | 결과 카디널리티 범위를 묻는다.	3-9 SQL — DCL · 조인 · 서브쿼리 (3과목)	유형_혼동짝 과목3
교집합 vs 차집합	교집합	두 릴레이션에 공통으로 있는 튜플을 추출하는 일반 집합 연산자	기호는 ∩다. 카디널리티는 두 릴레이션 중 작은 쪽보다 작거나 같다.	작년에도 사고 올해도 산 고객만 남긴다.	차집합	한 릴레이션에는 있고 다른 릴레이션에는 없는 튜플을 추출하는 일반 집합 연산자	기호는 −다. 카디널리티는 원본 릴레이션보다 작거나 같다.	전체 회원에서 구매 회원을 빼 미구매 회원을 구한다.	일반 집합 연산자 4종 나열형. | 일반 집합 연산자 4종 나열형.	3-4 관계대수 · 관계해석 (3과목)	유형_혼동짝 과목3
E-R 다이어그램 vs E-R 모델	E-R 다이어그램	E-R 모델을 기호로 표현한 도식	개체 타입은 사각형, 관계 타입은 마름모, 속성은 타원, 다중값 속성은 이중 타원, 연결은 선이다. 개체를 마름모라고 하면 틀린 보기다.	학생(사각형) — 수강(마름모) — 과목(사각형), 학번은 밑줄 타원.	E-R 모델	개체와 개체 간의 관계를 시각적으로 표현하는 개념적 데이터 모델	1976년 피터 첸(Peter Chen)이 제안했다. 특정 DBMS를 고려하지 않고 개념적 설계 단계에서 작성한다.	설계 초반에 「회원 — 주문 — 상품」 관계를 종이에 먼저 그린다.	기호 대응을 바꿔 낸다. 개체=사각형, 관계=마름모, 속성=타원. | 특정 DBMS를 고려하지 않는다는 특성을 묻는다.	3-5 E-R 모델 · 데이터 모델링 (3과목)	유형_혼동짝 과목3
